wrinkles_severity,acne_severity,dark_circle_severity,pigmentation,skin_type,skin_tone,redness,dark_spots,product_recommendation
,4,2,0,sensitive,olive,4,8,['serum']
8,3,2,,oily,olive,1,7,['toner']
0,7,6,7,dyr, Dark,5,8,['sunscreen']
2,9,3,5,,dark,7,4,"['toner', 'facewash']"
2,5,3,8, COMBINATION,FAIR,2,3,['sunscreen']
,6,3,5, COMBINATION,,2,5,['facewash']
1,7,1,10,SENSITIVE,MEDIUM,6,8,"['toner', 'facewash']"
0,7,6,5,NOIT IANBCMO, Dark,5,5,['facewash']
,1,,5,normal,medium,9,10,
7,2,9,0,combination,OLIVE,8,0,['toner']
2,7,2,3,NORML,MEDIUM,,0,"['toner', 'facewash']"
5,0,0,7,oily,brown,10,3,['moisturizer']
0,9,6,4,OILY,,,0,"['toner', 'facewash']"
9,,5,8,dry,FAIR,8,7,"['sunscreen', 'moisturizer', 'serum']"
4,0,8,0,Dry,medium,,4,['moisturizer']
2,10,6,6,rmnlo,,8,6,face wash
10,2,,0,NORMAL,FAIR,7,2,serumm
,7,4,0,,brown,,6,"['toner', 'facewash']"
9,4,7,8,,fari,10,6,['sunscreen']
6,0,3,1,normal,fair,1,,['moisturizer']
3,0,3,1, dry ,fair,4,,['moisturizer']
7,3,,0,oily,,9,2,serumm
8,6,1,8,  COMBINATION ,brown,9,1,['serum']
2,10,9,1,  COMBINATION ,brown,,,['facewash']
8,8,6,,, fair ,,5,"['toner', 'facewash', 'serum']"
10,4,1,5,COMBINATION,dark,2,7,['serum']
1,,8,2,oily,drka,10,0,['serum']
,9,4,4,normal,BROWN,0,8,['serum']
6,7,8,5,,MEDUM,4,5,face wash
10,1,,2,  COMBINATION ,fair,6,8,['serum']
4,5,9,1,NORML,meimud,,2,['sunscreen']
,6,7,10,combination,olive,9,10,
8,5,,0, sensitive , Dark,7,6,['sunscreen']
1,7,4,6,combination,,3,4,"['toner', 'facewash']"
7,0,0,3,Dry,BROWN,2,9,"['moisturizer', 'serum']"
1,2,10,10,Dry,fair,10,0,"['sunscreen', 'moisturizer']"
0,5,4,7,oily,,1,3,['sunscreen']
7,5,0,3,, dark ,0,1,['serum']
4,7,7,10, Dry ,medum,2,,"['toner', 'facewash', 'moisturizer']"
3,9,10,5,sensitive,dark,10,10,face wash
9,2,1,5,dry,medum,10,4,['moisturizer']
9,4,9,4,oily, brown ,9,4,moistrzr
2,6,5,3,normal,owrbn,1,8,['serum']
0,10,3,0, COMBINATION, Dark,5,3,"['toner', 'facewash']"
4,4,,0,,FAIR,1,5,
4,10,6,2,normal,FAIR,2,9,
1,2,9,0, sensitive ,fair,4,4,['facewash']
10,6,3,2,norml, Dark,0,7,['serum']
2,1,10,3,sensitive, fair ,2,0,serumm
2,1,7,5,combination, olive ,8,7,['sunscreen']
9,2,4,6,dry, medum ,4,7,moistrzr
4,0,,3,combination, medum ,5,2,moistrzr
10,4,1,10,combination, rkaD,5,5,"['sunscreen', 'serum']"
4,5,,,normal,brown,4,0,moistrzr
,3,8,9, COMBINATION,k aDr,5,0,face wash
2,2,9,3,OILY,MEDIUM,5,6,['moisturizer']
9,3,5,10,Dry, FAIR ,0,,"['sunscreen', 'moisturizer', 'serum']"
6,10,10,8,oily,,2,1,"['toner', 'facewash', 'sunscreen']"
0,2,4,10, combination ,FAIR,1,2,['sunscreen']
3,6,2,8,, fair ,7,3,face wash
0,0,0,0,combination,,7,2,['toner']
5,2,10,4,Dry, Dark,6,1,['moisturizer']
5,,10,2,mnnciabotoi,medium,5,9,moistrzr
,4,1,8,SENSITIVE,,7,2,['sunscreen']
,8,2,2,norml, olive ,1,7,"['toner', 'facewash']"
9,0,7,6, COMBINATION,medium,6,2,moistrzr
0,,8,4,combination, medum ,0,4,['facewash']
7,7,4,8, sensitive ,olive,0,3,['sunscreen']
2,,7,6, normal ,fair,8,,['toner']
3,,,2,normal, brown ,7,,['moisturizer']
1,2,10,5,combination,brown,,7,['sunscreen']
0,6,1,9,combination,fair,,1,['sunscreen']
1,9,7,1,OILY, medium ,6,2,"['toner', 'facewash']"
7,6,7,6,oily,olive,10,5,['moisturizer']
6,,6,0,OILY,dark,0,8,['sunscreen']
4,4,2,4,OILY, medum ,2,8,['moisturizer']
8,5,0,,combination,medium,6,9,['facewash']
9,3,7,5, Dry ,FAIR,3,3,['moisturizer']
1,1,3,4,Dry,FAIR,7,5,['moisturizer']
3,10,6,7,,fair,1,,['moisturizer']
1,1,7,1,oily, Dark,10,8,['moisturizer']
0,8,0,9,,fair,9,1,serumm
5,5,0,,combination,dark,7,1,['facewash']
7,8,5,4,OILY, Dark,8,10,serumm
8,0,10,2,norml,drka,8,10,['toner']
1,,3,1,oily,medum,,2,['toner']
0,5,,2, sensitive ,,4,0,['moisturizer']
9,6,9,0,OILY,medum,10,8,
7,6,9,6, COMBINATION, medum ,4,4,['serum']
10,4,0,, COMBINATION,,10,0,['moisturizer']
3,8,,4,oily,,3,2,"['toner', 'facewash']"
2,4,9,0,sensitive,MEDUM,4,5,['sunscreen']
6,8,2,, COMBINATION, DARK,2,8,"['toner', 'facewash']"
6,8,1,4,Dry,fair,3,1,serumm
8,8,5,10,norml,medium,5,7,serumm
5,0,3,6, normal ,,1,8,['moisturizer']
7,7,6,3, normal ,,1,2,
5,4,,5,,dmieum,5,0,['toner']
3,4,10,2, COMBINATION,dark,,0,['serum']
5,5,9,4,normal, brown ,4,9,moistrzr
4,5,7,1,norml,imeumd,5,0,['toner']
3,9,2,,dry,BROWN,2,5,"['toner', 'facewash', 'moisturizer']"
0,5,3,7,normal,,10,8,['sunscreen']
3,9,9,5,SENSITIVE,olive,0,3,['serum']
6,0,,9,OILY,FAIR,10,5,
4,9,10,8,oily,medum,,,['serum']
5,6,4,8,DRY,dkra,0,6,['moisturizer']
9,6,3,8,norml,OLIVE,10,4,"['sunscreen', 'serum']"
3,6,3,2,Dry,,,10,['moisturizer']
7,0,,8,sensitive,,7,7,"['sunscreen', 'serum']"
5,10,3,7,dry,FAIR,2,8,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
1,1,6,9,SENSITIVE, Dark,3,9,['sunscreen']
7,8,6,4,combination,,7,3,"['toner', 'facewash']"
1,10,5,8,,olive,0,10,['sunscreen']
9,6,9,8,,,9,8,['sunscreen']
9,10,2,10,,RIAF,4,7,moistrzr
7,3,10,10, OILY ,medum,0,0,
3,5,7,5,sensitive,FAIR,8,8,face wash
1,9,0,1,norml, Dark,4,3,['serum']
3,8,,7, normal , DARK,5,0,"['toner', 'facewash']"
1,5,,1, COMBINATION,  Dark ,9,4,['moisturizer']
4,5,5,5, COMBINATION,brown,1,9,['toner']
2,5,,10,oily,FAIR,0,0,['sunscreen']
10,1,10,5,, Dark,8,3,face wash
,7,10,9,norml,OLIVE,,10,"['toner', 'facewash', 'sunscreen']"
4,,,2,, dark ,6,6,['sunscreen']
,5,1,9,sensitive, olive ,5,3,['sunscreen']
2,10,1,0,oily,brown,10,10,['toner']
4,1,1,6,combination,,7,9,['toner']
7,3,0,10, COMBINATION,MEDIUM,6,0,"['sunscreen', 'serum']"
10,3,7,1,normal,dark,5,5,
8,4,9,3,sensitive,medium,,9,['serum']
10,4,7,,Dry,krad,7,1,moistrzr
6,7,,5,sensitive,medium,,10,['facewash']
,2,9,3,LYIO, medium ,,5,['toner']
,6,10,1,combination,FAIR,2,0,serumm
,6,0,2, oily ,olive,3,3,['toner']
,2,2,0,, fair ,6,10,['serum']
9,0,1,3,,FAIR,3,4,serumm
10,1,3,0,,medum,1,0,['serum']
9,9,3,3,OILY, fair ,6,9,serumm
10,10,8,8, OILY ,dark,4,9,"['toner', 'facewash', 'serum', 'sunscreen']"
0,0,5,1,combination,dark,,8,['facewash']
3,4,10,7,ILOY,medum,2,4,serumm
2,9,,, Dry , brown ,6,6,"['toner', 'facewash', 'moisturizer']"
6,9,,4,sensitive,medium,4,3,['moisturizer']
6,9,3,1,oily,fair,3,7,moistrzr
8,2,6,8, COMBINATION, medium ,10,3,['sunscreen']
9,2,4,0,DRY,kD ra,2,7,['moisturizer']
10,7,3,1, normal ,FAIR,7,7,['serum']
9,3,2,,combination,,8,0,['serum']
6,,7,3,combination,fair,6,4,['moisturizer']
4,8,8,8, COMBINATION,medum,,5,
4,8,9,7,normal, Dark,6,6,"['toner', 'facewash', 'sunscreen']"
5,4,3,,norml,olive,2,5,['facewash']
3,5,2,3,,DARK,8,4,
6,9,,4, COMBINATION,fair,8,10,['toner']
2,,10,5, COMBINATION,brown,3,6,moistrzr
7,5,4,5, normal ,brown,4,,['serum']
0,10,,,combination,,9,10,"['toner', 'facewash']"
1,8,0,10,Dry, Dark,9,5,serumm
8,0,3,3, COMBINATION,medium,8,,['serum']
4,4,5,0, Dry ,medum,,8,['moisturizer']
2,3,0,8, combination ,,7,1,face wash
7,6,10,5,,fair,0,6,moistrzr
9,6,8,0,combination, Dark,1,10,['serum']
8,,5,5,DRY,FIAR,3,3,moistrzr
4,2,0,0, COMBINATION, medium ,6,0,['facewash']
,2,9,3, dry ,olive,3,1,['moisturizer']
0,2,10,, COMBINATION,FAIR,2,7,['moisturizer']
9,0,,6,DRY,medium,3,7,['moisturizer']
10,2,5,8,, medum ,0,0,
,2,4,0,,brown,4,10,serumm
5,7,2,,OILY,medium,10,10,['serum']
9,8,3,3,normal,veoil,6,1,['serum']
7,5,2,8,, Dark,4,7,"['sunscreen', 'serum']"
6,,6,2,sensitive,FAIR,1,6,['sunscreen']
2,2,1,3,yloi,dark,7,0,['sunscreen']
0,4,10,4,OILY,udmme,10,,['moisturizer']
,0,4,8,OILY,medium,4,,['sunscreen']
,10,0,1,norml,FAIR,8,2,"['toner', 'facewash']"
5,4,,1,normal,brown,6,3,['toner']
0,3,5,6,NORMAL, Dark,,6,['serum']
2,5,,3, Dry ,dark,7,1,['moisturizer']
9,8,8,7,oily, medium ,9,9,face wash
0,1,5,9,dry,dark,4,,face wash
4,1,9,3,norml,FAIR,8,0,['sunscreen']
10,0,6,10,sensitive,rDk a,2,9,['sunscreen']
1,8,2,1,nlorm,medum,7,9,"['toner', 'facewash']"
5,5,9,10,normal, Dark,6,6,['sunscreen']
,,,10,oily,fair,8,5,['moisturizer']
3,,3,2,sensitive,,1,4,['serum']
1,5,,5,Dry,mmideu,10,,['moisturizer']
8,0,5,8,combination,dark,10,3,"['sunscreen', 'serum']"
10,1,,0,Dry,memud,2,9,['moisturizer']
8,9,4,10,normal,fair,5,2,"['toner', 'facewash', 'serum']"
4,10,7,5,OILY,medum,3,1,"['toner', 'facewash']"
8,0,0,3,dry,fair,6,0,
8,3,2,0,DRY,olive,,,['moisturizer']
8,9,5,5,, fair ,0,9,"['toner', 'facewash']"
1,10,5,1,,dark,,3,moistrzr
10,4,8,3,sensitive,medum,10,8,serumm
10,9,2,7, oily ,olive,0,10,"['toner', 'facewash', 'serum', 'sunscreen']"
8,8,9,1,dry,brown,3,7,"['toner', 'facewash', 'moisturizer']"
6,0,4,6, COMBINATION, DARK,,0,moistrzr
8,,10,1, COMBINATION,  Dark ,7,10,['serum']
1,2,9,0,DRY,brown,10,1,['moisturizer']
6,9,1,5,sensitive,olive,2,3,
10,,2,9,OILY,FAIR,5,0,['moisturizer']
,7,10,,OILY,medium,2,,"['toner', 'facewash']"
,,5,10,NORML, dark ,8,6,['serum']
0,0,5,4,SENSITIVE,medum,8,1,['facewash']
7,10,4,1,combination,BROWN,9,10,moistrzr
10,5,9,7,OIYL,FAIR,3,1,"['sunscreen', 'serum']"
10,4,1,1,dry,umdem,5,,['moisturizer']
9,8,3,5,norml,FAIR,6,10,"['toner', 'facewash', 'serum']"
5,7,3,0,OILY,,6,2,['serum']
,1,8,0,oily,FAIR,5,5,face wash
,,0,9,Dry, medium ,4,1,['moisturizer']
6,2,3,2,sensitive,  Dark ,2,3,['serum']
4,0,3,10,combination,FAIR,7,9,['toner']
6,8,4,,OILY,ark D,3,7,serumm
8,6,6,4,oily,FAIR,3,9,['serum']
0,9,9,6,normal,FAIR,0,0,['serum']
,8,5,2, OILY ,brown,2,,['facewash']
5,8,5,4,normal,FAIR,9,6,"['toner', 'facewash']"
0,6,2,,normal,  Dark ,5,8,['moisturizer']
4,,3,6, COMBINATION,,0,6,['facewash']
7,4,1,, COMBINATION,fair,5,1,moistrzr
5,5,0,0,dry,fair,10,9,moistrzr
2,9,,2,dyr,medium,3,1,['serum']
8,9,10,6, COMBINATION,brown,6,5,
2,5,7,,,brown,,8,['serum']
0,0,,2,sensitive, Dark,9,7,['facewash']
9,0,1,1,norml,FAIR,2,5,['serum']
0,1,0,4,,fair,6,7,['sunscreen']
9,0,6,4,,miedmu,9,0,['serum']
2,6,9,0,OILY, medum ,6,4,['facewash']
,0,0,10,DRY,emdum,8,10,moistrzr
2,4,,9,oily,fair,8,5,['sunscreen']
,7,7,0,normal,FAIR,8,5,"['toner', 'facewash']"
8,2,2,5,OILY,BROWN,8,,['facewash']
2,2,1,8, COMBINATION,FAIR,2,10,['sunscreen']
,8,7,1,sensitive,olive,2,1,
7,5,5,8, norml ,  Dark ,7,,['sunscreen']
3,8,0,1,Dry,medum,1,5,"['toner', 'facewash', 'moisturizer']"
,10,9,2, combination ,FAIR,2,2,moistrzr
5,7,10,6,dry,FAIR,3,,"['toner', 'facewash', 'moisturizer']"
3,10,9,10,COMBINATION, Dark,10,10,"['toner', 'facewash', 'sunscreen']"
1,0,8,1,oily,FAIR,7,8,['serum']
3,7,8,9,sensitive,FAIR,9,4,['sunscreen']
6,9,3,0,norml,dark,2,4,
2,10,6,,oily,FAIR,5,9,
0,6,2,4,combination,medium,9,3,['moisturizer']
,4,4,5,Dry,medium,9,9,['moisturizer']
10,5,7,7,OILY,,10,8,
7,10,,9,dry,dark,10,0,"['toner', 'facewash', 'moisturizer', 'serum']"
9,1,1,2,normal,FAIR,,6,['serum']
1,0,5,8,,medium,2,5,
2,0,4,9,OILY,,10,3,serumm
6,5,9,6,norml,brown,4,3,['toner']
,6,5,7,oily,dark,3,9,['sunscreen']
4,3,0,,OILY,dark,0,4,['facewash']
5,5,4,2, COMBINATION, brown ,4,7,['serum']
1,5,,7,norml,DARK,10,7,['sunscreen']
7,6,7,5,,medum,1,1,['serum']
7,10,0,5,Dry,FAIR,5,10,"['toner', 'facewash', 'moisturizer', 'serum']"
,,10,9,oily,olive,2,10,['sunscreen']
,,2,3,rDy,medium,10,10,['toner']
4,2,5,10, OILY , dark ,4,2,moistrzr
5,5,7,1,OILY, Dark,0,3,['serum']
6,,9,2,normal,brown,,4,['moisturizer']
4,9,2,8,combination,RAIF,,2,"['toner', 'facewash', 'sunscreen']"
10,1,9,10, oily ,fair,8,3,face wash
2,6,7,10,COMBINATION,brown,,6,['moisturizer']
4,10,4,2,Dry,olive,,1,face wash
3,,0,9,Dry,FAIR,3,5,"['sunscreen', 'moisturizer']"
8,10,10,1,oily,FAIR,10,6,"['toner', 'facewash']"
5,,7,6, COMBINATION, DARK,10,4,['serum']
4,6,8,10,,medium,8,8,['sunscreen']
5,9,5,2, COMBINATION,medium,0,6,"['toner', 'facewash']"
3,0,7,,OILY,,5,1,serumm
,1,3,,oily,medum,0,6,['facewash']
10,10,,5,sensitive,  Dark ,3,5,['serum']
2,7,9,1,oily,FAIR,4,0,face wash
5,1,3,5,NORML,,9,10,
7,7,,5,Dry,olive,,7,"['toner', 'facewash', 'moisturizer', 'serum']"
7,9,0,3, COMBINATION,FAIR,3,6,"['toner', 'facewash', 'serum']"
10,6,10,7,  COMBINATION ,,10,4,['toner']
6,7,8,2,,brown,2,3,['toner']
4,9,0,6,,medum,8,7,"['toner', 'facewash']"
4,3,6,4, Dry ,FAIR,6,,['moisturizer']
0,9,2,10,,medum,1,1,moistrzr
6,9,1,10, COMBINATION,FAIR,3,1,['sunscreen']
5,7,,3,norml,,4,,"['toner', 'facewash']"
2,,8,7,dry,FAIR,7,7,moistrzr
7,6,7,10,oily,brown,7,7,"['sunscreen', 'serum']"
9,6,0,3, COMBINATION,fair,3,4,['serum']
9,5,3,,combination,fair,5,7,
7,6,5,1,OILY, DARK,6,10,['serum']
4,5,9,7, COMBINATION,fair,7,2,
,,0,6,,olive,,8,['toner']
6,9,4,7,,DARK,1,8,face wash
5,8,1,2,OILY,  Dark ,7,0,moistrzr
9,6,6,0, dry ,FAIR,8,7,['moisturizer']
3,9,10,4,Dry, Dark,1,8,"['toner', 'facewash', 'moisturizer']"
5,2,6,8, Dry ,medium,2,1,"['sunscreen', 'moisturizer']"
,6,,10,Dry,fair,8,7,"['sunscreen', 'moisturizer']"
0,0,4,5,NORMAL,medium,2,8,['sunscreen']
9,5,3,6, COMBINATION,brown,7,8,['serum']
10,5,,7,combination,,,2,['sunscreen']
2,5,1,5,,FAIR,5,7,moistrzr
6,7,8,5, dry ,,2,9,moistrzr
2,10,0,10,OILY, dark ,4,3,
8,8,4,9, COMBINATION,brown,3,6,moistrzr
5,3,9,1, normal , Dark,,3,['sunscreen']
3,0,5,3,,brown,0,0,['moisturizer']
0,7,9,7,norml,medium,,10,"['toner', 'facewash']"
6,7,,10,COMBINATION,fair,9,10,face wash
6,4,0,8,combination,FAIR,6,1,['sunscreen']
5,,0,6,dry, Dark,1,1,
10,4,4,6,,BROWN,0,7,['serum']
2,3,8,,normal,brown,,4,['sunscreen']
6,3,,8, COMBINATION,olive,3,8,
,0,2,10, sensitive ,fair,1,8,
0,8,8,7,sensitive,brown,7,10,['facewash']
0,10,7,9,normal,FAIR,2,,"['toner', 'facewash']"
6,10,0,0,OILY,olive,,4,['moisturizer']
4,7,6,,oily, Dark,5,5,['facewash']
1,5,4,2,Dry,medium,5,7,['moisturizer']
,0,,2,dry,fair,10,7,['moisturizer']
0,4,2,1,OILY,adrk,7,2,
6,10,0,5, Dry ,,2,7,serumm
5,1,5,6,oily,MEDIUM,4,2,moistrzr
,3,5,9,oily, olive ,0,10,['sunscreen']
3,9,3,9,eistnvise,olive,0,8,['toner']
3,6,2,9,oily, dark ,2,7,['sunscreen']
7,10,0,9,Dry, medum ,1,7,"['sunscreen', 'moisturizer', 'serum']"
0,7,7,1, COMBINATION,,3,5,
10,8,7,,,fair,6,8,"['toner', 'facewash', 'serum']"
1,2,9,7,COMBINATION,olive,5,9,
8,9,3,7,oily,olive,,2,"['sunscreen', 'serum']"
2,7,4,,, medum ,9,,
0,2,8,4,combination,dark,9,1,['toner']
6,,3,,dry,olive,,6,['moisturizer']
6,0,5,8,MNOBCTNAOI I, FAIR ,1,2,['sunscreen']
9,4,8,3,Dry,,0,3,"['moisturizer', 'serum']"
5,4,0,3,, dark ,5,9,['sunscreen']
,3,8,4,DRY,medium,7,8,moistrzr
9,,5,0,dry,dark,10,6,
3,10,1,4,norml,medium,2,,moistrzr
7,6,2,, combination ,,1,9,serumm
8,3,0,7,combination,medum,6,10,['serum']
4,9,,6,DRY,medium,4,7,"['toner', 'facewash', 'moisturizer']"
,,4,8,oily,aD rk,10,,serumm
0,7,2,10,OILY,olive,6,9,"['toner', 'facewash', 'sunscreen']"
10,7,5,9,combination,medum,8,6,['sunscreen']
9,4,7,1,dry,brown,6,3,
8,0,6,5,normal, Dark,7,4,['toner']
0,0,8,9,oily,FAIR,5,9,['toner']
4,0,5,5, OILY ,,2,7,['toner']
0,0,,9,,medum,0,5,
0,,2,7,sensitive, medium ,5,,moistrzr
0,4,7,2, sensitive ,,5,4,['serum']
5,9,0,6,OILY,olive,8,1,serumm
9,4,9,3,,iovle,5,5,['serum']
10,1,1,3,OILY,olive,0,8,face wash
,6,2,10,combination,rbnow,2,0,['sunscreen']
2,2,3,3,Dry,medum,2,9,['moisturizer']
7,7,0,6, COMBINATION,FAIR,10,1,"['toner', 'facewash']"
0,2,3,5,oily,,,4,serumm
3,7,10,3,OILY,fair,9,1,"['toner', 'facewash']"
2,5,7,7,oily, Dark,10,8,['sunscreen']
6,,7,6,SENSITIVE,krda,7,2,['sunscreen']
,9,8,2,lmnor,FAIR,9,5,['facewash']
1,1,4,4,norml,FAIR,6,1,
10,6,4,5,sensitive,olive,7,,['serum']
3,6,5,, COMBINATION,medium,,7,['facewash']
9,8,4,9,NORMAL,brown,3,5,"['toner', 'facewash', 'serum']"
7,,,9,dry, medium ,10,10,['moisturizer']
0,3,3,,norml,brown,8,,['facewash']
,5,,5,Dry, Dark,2,,['moisturizer']
0,3,5,,norml, Dark,10,,['facewash']
9,2,8,6,,OLIVE,0,1,['serum']
,10,,8,COMBINATION,  Dark ,,9,['sunscreen']
2,4,3,6,Dry, dark ,8,1,face wash
7,8,9,9, sensitive ,brown,8,9,moistrzr
6,8,8,2,Dry,medum,3,,"['toner', 'facewash', 'moisturizer']"
9,,10,10,sensitive,medum,4,4,
5,6,6,0,norml, medum ,1,,['sunscreen']
9,1,5,10,,dark,10,0,['sunscreen']
2,1,2,4,oily,FAIR,10,9,moistrzr
5,,10,,sensitive,medium,3,6,moistrzr
5,,,10,dry, dark ,10,,"['sunscreen', 'moisturizer']"
7,6,6,,,FAIR,10,0,face wash
0,7,3,4,DRY, Dark,7,4,"['toner', 'facewash', 'moisturizer']"
9,3,5,4, dry ,medum,6,9,
,3,4,2, COMBINATION,FAIR,3,3,['facewash']
2,,4,4,DRY,olive,10,6,['moisturizer']
3,3,8,5,Dry,medium,3,1,['moisturizer']
5,1,4,5,OILY,dark,3,2,['serum']
6,1,10,5,oily,FAIR,3,5,['sunscreen']
3,3,3,8, COMBINATION,medum,6,2,face wash
2,5,5,3,norml, Dark,8,3,['toner']
8,3,1,1, oily ,medium,4,3,
6,,4,5, sensitive ,medium,9,3,['facewash']
1,9,8,9,dry, FAIR ,6,3,['moisturizer']
2,9,2,8,dry,MEDIUM,,,"['toner', 'facewash', 'moisturizer']"
4,,10,3,Dry,MEDIUM,9,1,['moisturizer']
1,7,0,6,sensitive, medium ,4,10,['moisturizer']
7,0,10,6, oily ,medum,4,,serumm
6,9,1,0, oily ,fair,0,10,
0,4,9,6,sensitive,olive,1,,['moisturizer']
7,3,2,9, COMBINATION, DARK,10,7,['serum']
1,10,10,2, OILY , fair ,2,9,['moisturizer']
10,0,,1,Dry, medium ,0,1,"['moisturizer', 'serum']"
5,3,5,8,OILY,OLIVE,9,9,['sunscreen']
7,0,7,8,dry,medum,5,9,['moisturizer']
4,5,5,8,dry,olive,3,1,['moisturizer']
10,10,8,1,,FAIR,9,8,serumm
1,,8,9,DRY,medum,8,9,face wash
8,1,3,6,combination,brown,1,0,['serum']
,3,7,5,Dry,medium,10,1,['moisturizer']
8,1,4,3,combination,BROWN,6,7,['facewash']
4,9,4,1,combination,,7,1,['sunscreen']
9,5,7,5,OILY,FAIR,3,,['serum']
5,,7,8,normal, medum ,0,3,['sunscreen']
3,1,5,2,dry, Dark,,10,moistrzr
10,4,3,4,OILY, fair ,7,2,['serum']
6,5,0,6, OILY ,iolve,,0,['moisturizer']
8,5,1,4,dry, Dark,10,3,"['moisturizer', 'serum']"
6,7,10,10,sensitive, Dark,0,4,['sunscreen']
2,0,2,5,combination,brown,6,7,['facewash']
10,3,2,4,oily, FAIR ,8,5,moistrzr
8,5,,4,,medum,10,8,['toner']
7,6,0,3, COMBINATION,FAIR,6,10,serumm
6,5,7,10,COMBINATION,dark,,9,
2,3,2,0, COMBINATION, dark ,9,4,['moisturizer']
0,0,1,,COMBINATION,medium,5,7,['moisturizer']
2,0,2,2,oily,olive,4,10,['facewash']
3,,8,,oily,medum,3,2,['moisturizer']
5,2,5,10,  COMBINATION ,dark,10,8,['sunscreen']
5,3,4,5,oily,MEDIUM,10,2,['moisturizer']
7,3,7,,combination,  Dark ,9,2,['facewash']
9,6,10,8,oily,FAIR,3,7,"['sunscreen', 'serum']"
2,6,2,,MBONI COTINA,FAIR,10,9,serumm
9,10,10,5,rdy, fair ,1,10,
2,5,3,5,oily,fari,0,9,['moisturizer']
,,7,7,Dry,,,3,"['sunscreen', 'moisturizer']"
5,7,6,10,dry,fair,6,3,
8,9,5,10,norml,medum,,4,"['toner', 'facewash', 'serum']"
4,4,7,8, COMBINATION,fair,8,,['sunscreen']
,8,3,5,normal,olive,3,10,"['toner', 'facewash']"
,6,9,10,norml,brown,5,8,['sunscreen']
6,6,1,10,norml,,8,9,
8,5,2,0, COMBINATION, brown ,3,2,
,2,3,7,,FAIR,8,2,['sunscreen']
5,,10,4,dry,FAIR,5,3,['moisturizer']
9,5,6,,norml,medum,9,6,['serum']
5,0,1,0,Dry,fair,8,9,serumm
9,8,6,1,Dry, dark ,5,10,"['moisturizer', 'serum']"
3,0,,4,,brown,1,3,['serum']
,3,10,5, dry ,medum,9,3,face wash
,,,8, COMBINATION,fair,,7,['sunscreen']
7,2,3,1,SENSITIVE,  Dark ,3,10,face wash
10,,8,, COMBINATION,,2,,['serum']
10,3,4,0,norml,fair,6,,['serum']
6,8,3,5,norml,,10,1,"['toner', 'facewash']"
,1,9,4,norml,dark,6,,moistrzr
9,9,,9,norml,medum,5,5,"['toner', 'facewash', 'serum', 'sunscreen']"
7,7,5,2,oily,brown,4,1,serumm
4,8,9,0,dry,Da kr,9,4,"['toner', 'facewash', 'moisturizer']"
5,10,6,8,OILY,FAIR,5,4,['sunscreen']
6,0,10,4,DRY,olive,1,3,['moisturizer']
6,4,5,1,nmolr,brown,2,,['serum']
10,1,5,4, oily ,fair,,0,moistrzr
,9,10,3,Dry,FAIR,10,1,"['toner', 'facewash', 'moisturizer']"
3,0,1,7,oily,,5,1,['sunscreen']
5,9,8,6,OILY,olive,8,4,"['toner', 'facewash']"
6,10,,2,OILY,  Dark ,6,0,['facewash']
8,9,5,, COMBINATION,FAIR,6,4,['serum']
9,,10,9,normal,dark,10,,moistrzr
9,6,10,2,COMBINATION,dark,2,9,['toner']
2,5,5,2,,fair,2,7,['moisturizer']
,6,,3,Dry,olive,3,2,['moisturizer']
4,2,7,6,,olive,2,8,['serum']
4,,6,6, norml ,MEDUM,5,1,['facewash']
8,5,7,0, Dry , medum ,4,0,"['moisturizer', 'serum']"
9,10,7,7,Dry,brown,0,8,"['toner', 'facewash', 'moisturizer', 'serum']"
1,8,0,9,oily,,,3,"['toner', 'facewash']"
8,6,10,5,Dry,brown,4,10,['moisturizer']
8,1,10,1,OILY,FAIR,10,8,['facewash']
2,7,10,8,Dry,MEDUM,7,3,"['toner', 'facewash', 'moisturizer', 'sunscreen']"
0,3,8,1,combination, Dark,2,9,['facewash']
7,,7,6,,MEDUM,4,8,['serum']
3,5,1,1,nrmola,brown,1,9,['sunscreen']
6,1,1,8,dry,medium,6,10,"['sunscreen', 'moisturizer']"
2,,,4,  COMBINATION ,olive,9,5,['sunscreen']
7,8,0,2, COMBINATION,,,6,['facewash']
5,6,7,5,,,2,1,['facewash']
6,10,0,2,,,10,3,
0,,9,2,sensitive,FAIR,,2,['serum']
7,5,6,5,sensitive,brown,5,2,['serum']
7,6,6,,OILY,medum,4,9,['serum']
7,,8,8,OILY,dkra,0,5,"['sunscreen', 'serum']"
6,2,6,10,, DARK,10,6,['sunscreen']
10,1,6,0,DRY,brown,4,8,['moisturizer']
6,6,10,1, COMBINATION,medium,7,,face wash
7,,9,6,normal,,1,3,
10,5,10,8,,medium,4,8,serumm
4,9,7,0, combination ,brown,6,3,"['toner', 'facewash']"
4,5,4,0, combination ,,8,1,['toner']
,9,1,8,oily,,5,10,"['toner', 'facewash']"
,5,5,10,dry,DARK,1,7,face wash
2,6,4,2, COMBINATION,,0,7,
2,1,0,3,yrD, brown ,7,2,['toner']
,3,8,0,dyr,FAIR,10,1,['toner']
8,1,2,6,OILY,medum,2,8,
5,2,8,0,Dry, Dark,9,2,['moisturizer']
0,1,7,6,OILY,medum,1,1,['facewash']
8,5,4,9, dry ,medum,,8,"['moisturizer', 'serum']"
,6,9,9,,dark,8,3,['sunscreen']
